machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 381, angle = 25.666768479582, angle.soft = 24.3474822159191
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 403, angle = 6.58384053530934, angle.soft = 12.5434075275638
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 416, angle = 5.71969067338821, angle.soft = 13.306972420031
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 395, angle = 10.2334329825902, angle.soft = 19.0116910781276
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 400, angle = 12.5011076624708, angle.soft = 33.2263146899693
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 635, cp.soft = 21, angle = 89.4882736189738, angle.soft = 89.8921060577602
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 792, cp.soft = 34, angle = 88.6518018255516, angle.soft = 89.8534228075403
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 615, cp.soft = 1197, angle = 90, angle.soft = 89.9447834260542
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 473, cp.soft = 482, angle = 90, angle.soft = 89.574200836482
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 136, angle = 82.6673932965593, angle.soft = 89.9524779822505
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 335, cp.soft = 1193, angle = 74.1917501767291, angle.soft = 89.6814013954836
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 439, cp.soft = 1199, angle = 63.7932034554733, angle.soft = 89.7123907422774
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 546, cp.soft = 1197, angle = 62.8670494021646, angle.soft = 89.4592286019759
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 774, cp.soft = 1193, angle = 87.2155702984886, angle.soft = 89.9530833954823
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 458, cp.soft = 1196, angle = 70.782197273132, angle.soft = 89.9692500524672
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 490, cp.soft = 359, angle = 79.5637889018937, angle.soft = 89.9953178673348
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 658, cp.soft = 356, angle = 90, angle.soft = 89.398622068854
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 359, cp.soft = 1088, angle = 61.6449176051031, angle.soft = 89.389345342615
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 437, cp.soft = 920, angle = 65.1916913682614, angle.soft = 85.6320715147186
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 426, cp.soft = 1, angle = 58.3603186169321, angle.soft = 89.8688316994581
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 413, cp.soft = 572, angle = 44.8772371404452, angle.soft = 89.8781845727544
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 738, cp.soft = 79, angle = 80.2657033496766, angle.soft = 89.9583137085371
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 408, cp.soft = 1199, angle = 67.9299573374748, angle.soft = 89.9486321226789
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 689, cp.soft = 1168, angle = 86.873158859228, angle.soft = 89.9268789488945
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 392, cp.soft = 665, angle = 50.8634969450209, angle.soft = 89.8949113206383
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 161, angle = 28.6388858299754, angle.soft = 82.0269520883821
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 1061, angle = 35.6823059675047, angle.soft = 89.810390283446
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 836, angle = 41.438217576984, angle.soft = 89.5052182304495
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 414, cp.soft = 383, angle = 23.3372883326943, angle.soft = 56.3553064866524
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 403, angle = 42.1718327208401, angle.soft = 39.4049267683615
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 399, angle = 31.8868576847851, angle.soft = 28.8487868330108
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 152, angle = 55.4541719228925, angle.soft = 89.9102116054364
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 605, angle = 35.5079505275892, angle.soft = 73.4704973040676
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 16.4918385965947, angle.soft = 44.9182689478799
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 427, angle = 17.790748045407, angle.soft = 55.2350057198668
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 401, angle = 22.6891816577902, angle.soft = 60.2867509658338
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 407, angle = 14.6765550763815, angle.soft = 40.7438031784239
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 190, angle = 44.3476509529633, angle.soft = 55.9429702888959
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 376, cp.soft = 402, angle = 39.325483827554, angle.soft = 35.1270994446188
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 450, cp.soft = 511, angle = 47.9410329695151, angle.soft = 39.7555968748348
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 385, angle = 31.4545069395006, angle.soft = 40.5638535969803
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 12.9882699785901, angle.soft = 38.9524210942798
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 14.5547885751742, angle.soft = 43.0500321989295
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 407, angle = 12.3836961049856, angle.soft = 49.7801433727768
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 16.2141641643545, angle.soft = 54.3860469654401
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 486, cp.soft = 26, angle = 62.3245423475769, angle.soft = 89.101655855764
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 604, angle = 35.1421575846004, angle.soft = 76.6763501025777
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 389, angle = 26.3081358237451, angle.soft = 62.2946023217565
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 377, cp.soft = 384, angle = 30.5398094419453, angle.soft = 54.7789852062177
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 400, angle = 13.2617893872129, angle.soft = 56.2932218394484
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 398, angle = 11.6224230076799, angle.soft = 39.1304071046115
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 10.5703916133989, angle.soft = 40.2480107455891
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 403, angle = 19.3300865250725, angle.soft = 59.1833248345197
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 518, cp.soft = 1182, angle = 90, angle.soft = 89.8739939726154
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 559, cp.soft = 1196, angle = 90, angle.soft = 89.9711651468963
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 717, cp.soft = 1199, angle = 89.3414356715859, angle.soft = 89.407237007402
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 748, cp.soft = 933, angle = 88.7690443987197, angle.soft = 89.5800442284206
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 502, cp.soft = 3, angle = 83.3218101416046, angle.soft = 89.9000287890203
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 713, cp.soft = 743, angle = 80.9895507442878, angle.soft = 89.5388594569718
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 490, cp.soft = 1186, angle = 79.7841497000187, angle.soft = 88.2212975802911
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 664, cp.soft = 39, angle = 80.0876181652682, angle.soft = 89.7821600003935
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 567, cp.soft = 225, angle = 89.5773564940807, angle.soft = 89.9966661975381
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 361, cp.soft = 9, angle = 78.010731811428, angle.soft = 89.1088507989227
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 659, cp.soft = 7, angle = 89.9383257643562, angle.soft = 89.7742661904247
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 711, cp.soft = 577, angle = 89.761423923922, angle.soft = 88.8441608186574
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 591, cp.soft = 920, angle = 70.8381707523422, angle.soft = 89.1768024866957
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 428, cp.soft = 54, angle = 70.7275187305693, angle.soft = 88.9800364327136
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 474, cp.soft = 1199, angle = 71.3461170412527, angle.soft = 85.2163747820808
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 420, cp.soft = 191, angle = 67.0303967930868, angle.soft = 87.9716003823443
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 586, cp.soft = 1153, angle = 86.7129149972331, angle.soft = 89.8966905395434
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 430, cp.soft = 1, angle = 68.4236201918814, angle.soft = 88.7281431200237
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 520, cp.soft = 1188, angle = 89.1211176337594, angle.soft = 89.0758753085996
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 350, cp.soft = 1174, angle = 54.8175901000015, angle.soft = 89.4972515767513
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 414, cp.soft = 1092, angle = 50.8476138476386, angle.soft = 89.6373462437175
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 389, angle = 50.9492222887413, angle.soft = 70.3378313026095
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 411, cp.soft = 1030, angle = 53.3327555214045, angle.soft = 89.6831940778465
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 407, cp.soft = 5, angle = 46.1381783453302, angle.soft = 87.4844475613068
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 571, cp.soft = 1133, angle = 72.0597376491237, angle.soft = 88.9433339856244
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 331, angle = 58.2168294921856, angle.soft = 87.4920979855962
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 79, angle = 58.3002339200392, angle.soft = 89.8893403026046
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 704, cp.soft = 582, angle = 88.6778026057588, angle.soft = 78.3173549513592
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 887, angle = 40.1014138308416, angle.soft = 89.6362801555384
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 405, angle = 35.3915031431998, angle.soft = 60.6501938361984
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 237, angle = 41.6744938216581, angle.soft = 87.9508737765508
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 384, angle = 42.7170642969537, angle.soft = 70.7446493337372
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 548, angle = 38.0010945974018, angle.soft = 52.9986805021416
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 438, cp.soft = 107, angle = 55.2171401276553, angle.soft = 89.9361915427979
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 391, cp.soft = 420, angle = 53.5951592635154, angle.soft = 89.4745777702096
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 394, cp.soft = 142, angle = 44.4507916740307, angle.soft = 89.9241329818618
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 28.8629433787378, angle.soft = 62.6493668473182
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 397, angle = 28.4009064919097, angle.soft = 56.0054220794433
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 398, angle = 34.7205597604834, angle.soft = 62.3900946377623
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 402, angle = 29.8985373096316, angle.soft = 58.3414125809532
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 367, angle = 52.1598081123402, angle.soft = 72.2994992068421
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 361, angle = 50.8169251273226, angle.soft = 65.7825243576861
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 400, angle = 42.7313599711371, angle.soft = 82.1960675605679
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 423, cp.soft = 59, angle = 48.3286057944956, angle.soft = 85.4767963353683
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 400, angle = 25.8167298965675, angle.soft = 61.4791715047322
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 31.1698153449631, angle.soft = 61.8920597474439
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 399, angle = 25.4349240274792, angle.soft = 56.3963035451411
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 28.057407763685, angle.soft = 60.8390242801578
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 734, cp.soft = 741, angle = 86.9796796719951, angle.soft = 89.4855602942075
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 480, cp.soft = 1195, angle = 88.4816816279541, angle.soft = 87.1226442916415
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 634, cp.soft = 1044, angle = 83.0280138645227, angle.soft = 88.0893498095669
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 700, cp.soft = 30, angle = 85.1483901428765, angle.soft = 89.0700119284243
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 423, cp.soft = 1082, angle = 89.0363929403769, angle.soft = 89.6546615823015
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 644, cp.soft = 1041, angle = 88.7679965184444, angle.soft = 89.3008535926006
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 409, cp.soft = 44, angle = 85.5871684876828, angle.soft = 89.4021908796407
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 596, cp.soft = 147, angle = 88.1371365823569, angle.soft = 89.0655363250553
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 586, cp.soft = 350, angle = 86.9987765651597, angle.soft = 88.5190315125463
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 678, cp.soft = 1043, angle = 89.0950369935749, angle.soft = 83.6943194380693
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 667, cp.soft = 988, angle = 89.5439213370566, angle.soft = 88.8513428256493
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 695, cp.soft = 18, angle = 89.9500630126754, angle.soft = 88.1144793637963
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 656, cp.soft = 1004, angle = 86.8276119398596, angle.soft = 88.740304142594
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 564, cp.soft = 903, angle = 84.7892857507271, angle.soft = 89.4652858469686
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 592, cp.soft = 2, angle = 86.4911793502672, angle.soft = 89.9716509538064
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 485, cp.soft = 179, angle = 68.46787796948, angle.soft = 87.1794154149244
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 788, cp.soft = 10, angle = 77.1078711883999, angle.soft = 89.2061332694541
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 608, cp.soft = 1, angle = 84.9316452408822, angle.soft = 88.9674465250345
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 511, cp.soft = 85, angle = 84.5883003553886, angle.soft = 86.529828983661
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 640, cp.soft = 393, angle = 80.2295449310037, angle.soft = 89.2570671719252
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 335, angle = 61.2338930004286, angle.soft = 89.9018710686633
